,titles,ratings,reviews,dates,replies,reply_dates
966,Site à fuir,1,"Commande passée sur le site culturel Leclerc le 07/11, expédiée en 2 fois le 12/11. Un colis à ce jour (le 24/11) toujours pas livré, et quand on appelle, la seule réponse que l'on me fournie c'est qu'ils sont en attente d'une réponse du transporteur. Depuis 12 jours, le colis est probablement en train de faire le tour du monde! Aucune solution n'est proposée: ni réexpédition, ni remboursement! Service qui n'est pas à la hauteur de ce que l'on peut attendre d'une si grande enseigne. Bilan, mes filles n'auront pas leurs cadeaux à leur anniversaire! Site pas du tout fiable, je ne recommande pas du tout!",2020-11-24T12:39:55.000Z,,
967,Affiche à l'entrée comme quoi les…,2,"Affiche à l'entrée comme quoi les enfants doivent rester à la maison en raison de la covid, alors le gvt lui-même a dit qu'ils n'étaient pas interdits, c'est la même affiche qu'au printemps.",2020-11-24T10:44:09.000Z,,
968,Histoire de scan,1,"Histoire de scan ! Pour la 2ème fois nous avons fait nos courses chez Leclerc St Prix (val d'Oise). La caissière nous a demandé de vider notre caddy. ""Pourquoi ai-je demandé ? La semaine dernière une caissière nous a fait le même coup"". Cà sert à quoi d'utiliser le scan si nous devons tout sortir à chaque passage. C'est comme cà !! Je suis allée à l'accueil et un être très désagréable m'a répondu :  "" Vous avez signé une charte et il faut passer en caisse à 10 reprises pour que la 11ème soit validée sans avoir à vider votre caddy. Du jamais vu chez la concurrence et je ne pensais pas que cela pouvait exister et c'est la raison pour laquelle je ne me suis pas attardée pour lire et signer cette charte surtout en période de covid !! Il y a danger et nous cherchons plutôt à fuir la foule. Chez Carrefour et Auchan  quand il y a un contrôle (1 fois sur 5 environ) les caissières se lèvent et font un contrôle de quelques articles et les remettent dans le sac. C'est cà la différence avec la concurrence. Je vais mettre une croix sur ce fichu Leclerc et je ne manquerai pas d'en faire part à tout mon entourage.",2020-11-20T18:36:36.000Z,,
969,Je viens d aller chez Leclerc Bayonne…,1,Je viens d aller chez Leclerc Bayonne les pinces de tourteaux n étaient pas dans la glace et les bourriches d huîtres posées n’importe comment !!!! Et on s étonné d être malade !!!!,2020-11-20T09:46:30.000Z,,
970,Abus de pouvoir manifeste,2,"J'ai été emmenée en sortie de caisse de façon que je juge péremptoire et autoritaire , par un vigile de caisse sans pouvoir prévenir mon mari, qui m'a suivi après avoir réglé les achats du jour ..
Mon mari a pu me suivre avec difficultés sans me perdre de vue dans un direction indérterminée qui s'est avérée être leurs locaux de "" traitement des cas ""..
lls ont rédigé un rapport que je n'ai pas pu lire et ont exigé que je présente mes papiers ..Mon mari a eu l'autorisation de me rejoindre , toujours dans leurs locaux , et leur a fait remarquer qu'ils n'étaient pas autorisés à procéder à un contôle d'identité ..Seule la police et des agents assermentés sont en droit de procéder à ces contrôles ..
Le ton est monté , et ils m'ont menacé de me faire sortire des locaux .La police est venue sur leur appel et tout s'est calmé ...
Je tenais simplement à relater ces faits qui m'ont permis de constater la pression et les menaces ambigûes que laissent planer ces personnes ..
Un abus d'autorité évident qui m'a paru disproportionné par rapport au fait qui m'était reproché .Le non paiement d'un paquet d'épingles à couture !!
Nous avons passé un très très désagéable moment en compagnie de ces personnes qui se sentent investies d'une mission les dépassant visiblement ..
Je précise que je suis diabétique de type 2 et que si la situation avait dégénéré , j'aurai porté plainte en faisant constater par un médecin que j'étais menacee par un malaise ...
Ne vous laissez pas faire ..Résistez ..Ces gens outrepassent  leurs fonctions ..
I M",2020-11-17T13:45:23.000Z,,
971,Alors une SAV qui est juste mer**,1,"Alors une SAV qui est juste inadmissible !! Presque une semaine que je me bouge pour acheter un jeu en promo dans leur foutu magasin, donc je les contacte le 13 par mail ( 2 fois dans la journée ) aucune réponse, je vais les voir le lendemain, ils me disent oui faut faire un mail et tout ! Je rentre je fais leur foutu mail de mer** et aucune réponse. J'en refais 2 tout les jours et la nous sommes le 17 aucune réponse. Je trouve cela inadmissible, je me demande vraiment si il travail, juste payer pour ne rien faire !! 1 étoile et j'aurais mis 0 mais c'est impossible !",2020-11-17T11:00:20.000Z,,
972,Ps5 commandé annulée,1,"Bonjour
J'ai reçu un mail aujourd'hui me disant que ma commande ps5 était annulée pour défaut de paiement
Aucune solution trouvée pour le client
Merci
On a acheté toute les console y a que chez leclerc qu'on voit une telle incompétence",2020-11-16T02:00:42.000Z,,
973,Entreprise incompétente et qui ne…,1,"Entreprise incompétente et qui ne respecte pas du tout les délais de livraison même pour une précommande scandaleux, de plus aucune aide de la part du service client",2020-11-14T21:09:55.000Z,,
974,Achats reçus en mauvais état à deux reprises,1,"Deuxième commande sur le site Culture Leclerc, deuxième catastrophe : colis bâclé et marchandise reçue détériorée pendant le transport. 
Je ne recommande pas ce site.

Le service client de Culture Leclerc me communique par mail un bon de retour à coller sur mon colis. Je me rend à La Poste... Surprise! Ce bon de retour a déjà été utilisé la veille par un autre client! La Poste refuse donc de prendre en charge mon colis.

Aucune excuse de Culture Leclerc. Mon colis est finalement retourné le lendemain. Deux semaines plus tard, toujours pas de remboursement. Aucune réponse du SAV. J'attends toujours...",2020-11-29T05:56:41.000Z,,
975,Honteux,1,"Honteux
J’ai precommande une ps5 fin septembre avec une carte qui expirait entre temps.
Je les contacte, ils me repondent que ca passera sans probleme, que la banque fera suivre avec la nouvelle CB
Resultat, 5 jours avant la sortie ils m’envoient un mail « commande annulee » ils ne veulent rien savoir au sav telephonique, meme pas passer en priorité dur de nouveaux stocks.
La honte la honte LA HONTE
J’ai des captures d’ecran ou vous me dites qu’il n’y aura pas de probleme sur messenger (quand on pouvait encore vous contacter via) je vousbjure que je vais deposer une plainte contre vous.",2020-11-14T11:32:07.000Z,,
976,Promo inexistantes cette semaine du 10…,1,Promo inexistantes cette semaine du 10 au 14 pas de jambon promo ni tripes ni confit de canard ni eau Évian leclerc aulnoye est très mal géré inadmissible,2020-11-13T13:23:33.000Z,,
977,Attention au SAV - Voleur,1,"Attention au SAV
Méfiez vous à l'approche des fêtes de Noel, le SAV du magasin ne respecte pas la réglementation en vigueur.
Console Nintendo SWITCH acheté il y a un peu plus de 1 AN, la législation européenne oblige le vendeur à la réparer en cas de défaut sur une durée de 2 ans. Le magasin refuse cette prise en charge car a envoyé le produit chez Nintendo et me demande aujourd'hui de payer pour la réparation 75€ !!! Même PIRE il me menacent de DETRUIRE la console si je ne paie pas.

Directeur contacté et il fait l'autruche pour ne pas prendre en charge la demande

FUYEZ l'achat dans ce magasin de vos produits électroniques, préférez un magasin plus sérieux",2020-11-12T14:10:00.000Z,,
978,Sur catalogue du 10 au 21 novembre…,1,"Sur catalogue du 10 au 21 novembre 2020, textiles et jouets.Références presque systématiquement indisponibles et refus des accueils de passer commande.Ce qui s'apparente beaucoup à de la publicité mensongères et en tous cas, à une tromperie du consommateur que l'on attire par des publicités fallacieuses qui contredisent le soi disant intérêt de l'enseigne pour ses clients et la ravalent dans la pratique, au dernier rang des autres arnaqueurs patentés.Comme on dit chez moi, vous avez la manière de nous faire prendre les vessies pour des lanternes et ""d'enfiler les harengs saurs par les yeux"". C’est laid !!! Tant pis pour vous, j'irai à Auchan ou Intermarché où, d'expérience, on respecte plus de consommateur !!!",2020-11-12T13:32:26.000Z,,
979,commande un jeu en pré commande le…,1,"commande un jeu en pré commande le 07/11
au 12/11  toujours en ""préparation""  la blague 
la pré commande sert à quoi si tu reçois pas le jeux avant les autres .... enfin je demande le remboursement car personne n'est en mesure de me donner un délai 
réponse LECLERC on ne peut pas vous rembourser une commande qui est ""en préparation""  
LA BLAGUE !!!! 51 euros dans le vent !
JAMAIS plus je n'acheterais sur LECLERC , c'est du vol !
Vous avez un délai de 14 jours pour changer d'avis. C'est le droit de rétractation. Ce délai concerne les cas d'achat par internet, par téléphone ou par voie postale (vente par le biais de catalogues imprimés reçu par La Poste)",2020-11-12T10:52:28.000Z,,
980,Mauvais et aggressifs,1,"Leclerc Roques sur Garonne (31)
2 jouets de noels commandés. 2 mails reçus pour dire qu'ils étaient disponibles... Site internet indiquant la disponibilité des 2 jouets
Incapables de les retrouver: et c'est de ma faute... La responsable dit qu'elle met un point d'honneur a ne jamais commander sur internet, sa ""serveuse"" en rajoute en disant qu'ils n'y sont pour rien si le paquet n'y est pas qu'il faut voir avec le transporteur... Prend la carte d'identité des mains, s'agacent s'enervent, crient sur les clients: du bonheur. Belle mentalité.
Bref service en dessous de tout et personnel aggressif et détestable... 
Merci Leclerc",2020-11-09T12:01:37.000Z,,
981,drive,2,"bonjour voila j'ai commander une rouelle en drive il me font payer 7.80 et il met une rouelle a 3.80 
sans aucun remboursement.......",2020-11-06T15:46:00.000Z,,
982,On se moque du client,1,J'ai commandé un téléviseur le 12 octobre. Le statut du colis reste 'en cours de livraison'. Le service client (mail) e.leclerc me certifie (à plusieurs reprises) que le colis est arrivé au point de retrait (Leclerc Rezé) et par deux fois l'accueil de ce point de retrait m'a certifié n'avoir rien reçu.,2020-11-04T14:46:40.000Z,,
983,C'est inadmissible  que la plupart du…,1,C'est inadmissible  que la plupart du personnel soit infecté du covid et soit obligé d'aller travailler la loi si il y a suspicion ou cas avéré la ou les personnes doivent rester chez elle confiné 7 jours avec arret de travail dans mon entreprise ca ce passe comme ça,2020-10-31T22:14:26.000Z,,
984,Des vrais radins !!,1,"Votre magasin des vrais radins !!! En période en « vivo » avec les coupons vignette je suis arriver le dernier jour il me manquait plus que 6 vignette la dame de l’accueil n’a pas voulu m’en donner !
Votre magasin fait fuir les clients je suis cliente de Pantin eux sont excellents 👌 mais par contre vous des vrais radins",2020-10-31T10:36:22.000Z,,
985,Leclerc à fuir !!!,1,"Leclerc à fuir !!!! 
J'ai exactement le même problème que le monsieur d'avant , même date pour un téléviseur et à ce jour toujours rien , le service e-lecler incompétent !!!",2020-10-28T10:07:12.000Z,,
986,Attention au délais de livraison,1,"Bonjour,

Je viens de passer une commande avec la société Leclerc. Il s’agissait d’un téléviseur. 

Je passe ma commande le 15 Octobre, il était écrit « Livraison estimée le 19 Octobre ». (Soit 4 jours malgré un week-end) Attention, parce que dans leur condition générale, les délais peuvent aller jusqu’à 7 jours ouvrés. 
Au téléphone avec le service client, on t’informe que le délai estimé est IMPOSSIBLE à tenir et qu’il faut compter 7 jours minimum ! Impossible de faire de réclamation parce qu’une fois la commande passée, la date de livraison disparaît. Pire encore, il n’est même pas mis à jour (j’ai récupéré mon téléviseur et selon leur site, il n’avait toujours pas quitté l’entrepôt).

J’ai donc vécu une mauvaise expérience avec cette société. Elle ne veut rien entendre malgré le fait que j’ai passé la commande à cause d’un caractère urgent et des délais de livraison plus court qu’ailleurs. Je ne pense pas recommander sur leur site.",2020-10-23T15:01:42.000Z,,
987,personne vraiment désagréable leclerc Lamballe,1,"alors que je voulais emprunter le petit portillon situer a l'opposé de l’accueil une employé m'interpela de façon désagréable en m'indiquant que le panneau présent  a l'entrée du portillon  demandait bien au client de passer par l'entré principale et cela par une flèche et une phrase (entrée du magasin) je lui aie fait remarquer que le panneau était mal orienter et suite a mon insistante elle a fini par lever son séant pour déplacer le dit panneau  aprés cette expérience désagréable j'ai décider de ne plus fréquenter ce magasin  ""mort aux non comprenant""",2020-10-22T14:23:54.000Z,,
